Iteration no,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,,,
43,18.53448595,15.76606426,18.17097951,15.76606426,18.17097951,15.76606426,18.17097951,18.53448595,6.717545083,18.17097951,15.76606426,6.905751695,18.17097951,9.907088632,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,4.384854086,15.76606426,18.17097951,18.17097951,18.17097951,6.905751695,18.53448595,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,18.17097951,18.53448595,6.717545083,15.76606426,18.17097951,6.717545083,18.17097951,18.17097951,18.17097951,,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,18.17097951,6.905751695,,,18.17097951,15.76606426,18.17097951,6.905751695,16.8510332,15.76606426,18.17097951,18.17097951,15.76606426,15.76606426,18.17097951,,4.802045292,,18.17097951,6.905751695,18.17097951,18.17097951,4.35542962,18.17097951,6.905751695,,16.8510332,,18.17097951,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,18.17097951,15.76606426,15.76606426,6.905751695,15.76606426,18.17097951,18.17097951,18.17097951,16.8510332,6.905751695,6.905751695,16.8510332,,18.17097951,,42,14.84720409
44,18.53448595,15.76606426,18.17097951,15.76606426,18.17097951,18.17097951,18.17097951,18.53448595,6.717545083,18.17097951,15.76606426,6.905751695,18.17097951,9.907088632,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,4.384854086,15.76606426,18.17097951,18.53448595,18.53448595,6.905751695,18.53448595,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,18.17097951,,6.717545083,16.8510332,18.17097951,6.717545083,18.17097951,18.17097951,18.17097951,,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,18.17097951,6.905751695,,,18.17097951,15.76606426,18.17097951,6.905751695,18.17097951,18.17097951,18.17097951,18.17097951,16.8510332,15.76606426,18.17097951,,4.802045292,,18.17097951,6.905751695,18.17097951,18.17097951,4.35542962,18.17097951,6.905751695,,16.8510332,,18.17097951,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,18.53448595,15.76606426,15.76606426,6.905751695,16.8510332,18.17097951,18.17097951,18.17097951,16.8510332,6.905751695,6.905751695,16.8510332,,18.17097951,,43,14.92179663
45,18.53448595,15.76606426,18.17097951,15.76606426,18.17097951,18.17097951,18.17097951,18.53448595,6.717545083,18.17097951,18.17097951,6.905751695,18.17097951,9.907088632,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,4.384854086,18.17097951,18.17097951,18.53448595,18.53448595,6.905751695,18.53448595,18.17097951,6.905751695,16.8510332,18.17097951,18.17097951,18.17097951,,6.717545083,16.8510332,18.53448595,6.717545083,18.17097951,18.17097951,18.17097951,,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,18.17097951,6.905751695,,,18.17097951,15.76606426,18.17097951,6.905751695,18.17097951,18.17097951,18.17097951,18.17097951,18.17097951,16.8510332,18.17097951,,4.802045292,,18.17097951,6.905751695,18.17097951,18.17097951,4.35542962,18.17097951,6.905751695,,16.8510332,,18.17097951,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,,15.76606426,15.76606426,6.905751695,16.8510332,18.17097951,18.17097951,18.17097951,16.8510332,6.905751695,6.905751695,16.8510332,,18.17097951,,44,14.97791365
46,18.53448595,15.76606426,18.17097951,15.76606426,18.17097951,18.17097951,18.17097951,18.53448595,6.717545083,18.17097951,18.17097951,6.905751695,18.17097951,9.907088632,18.17097951,18.53448595,18.17097951,18.17097951,18.53448595,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,4.384854086,18.17097951,18.17097951,18.53448595,18.53448595,6.905751695,18.53448595,18.17097951,6.905751695,16.8510332,18.17097951,18.17097951,18.17097951,,6.717545083,16.8510332,,6.717545083,18.17097951,18.17097951,18.17097951,,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,18.17097951,6.905751695,,,18.17097951,16.8510332,18.17097951,6.905751695,18.17097951,18.17097951,18.17097951,18.17097951,18.17097951,16.8510332,18.17097951,,4.802045292,,18.53448595,6.905751695,18.17097951,18.17097951,4.35542962,18.17097951,6.905751695,,16.8510332,,18.17097951,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,,16.8510332,15.76606426,6.905751695,16.8510332,18.17097951,18.17097951,18.17097951,16.8510332,6.905751695,6.905751695,16.8510332,,18.53448595,,45,14.97458651
47,18.53448595,15.76606426,18.17097951,15.76606426,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.17097951,18.17097951,6.905751695,18.17097951,9.907088632,18.17097951,18.53448595,18.17097951,18.17097951,18.53448595,18.17097951,6.905751695,16.8510332,18.17097951,18.17097951,4.384854086,18.17097951,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.17097951,6.905751695,16.8510332,18.17097951,18.17097951,18.17097951,,6.717545083,18.17097951,,6.717545083,18.17097951,18.53448595,18.17097951,,15.76606426,16.8510332,6.905751695,16.8510332,16.8510332,18.17097951,18.17097951,6.905751695,,,18.17097951,16.8510332,18.17097951,6.905751695,18.17097951,18.17097951,18.17097951,18.17097951,18.17097951,16.8510332,18.17097951,,4.802045292,,,6.905751695,18.17097951,18.53448595,4.35542962,18.17097951,6.905751695,,16.8510332,,18.53448595,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,,16.8510332,18.17097951,6.905751695,16.8510332,18.17097951,18.17097951,18.17097951,16.8510332,6.905751695,6.905751695,16.8510332,,,,46,15.00633905
48,18.53448595,16.8510332,18.17097951,16.8510332,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.17097951,18.17097951,6.905751695,18.17097951,9.907088632,18.17097951,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,6.905751695,16.8510332,18.17097951,18.17097951,4.384854086,18.17097951,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.17097951,6.905751695,16.8510332,18.17097951,18.17097951,18.17097951,,6.717545083,18.17097951,,6.717545083,18.17097951,,18.17097951,,15.76606426,18.17097951,6.905751695,18.17097951,16.8510332,18.39601557,18.17097951,6.905751695,,,18.17097951,16.8510332,18.17097951,6.905751695,18.17097951,18.17097951,18.17097951,18.17097951,18.17097951,16.8510332,18.17097951,,4.802045292,,,6.905751695,18.17097951,,4.35542962,18.17097951,6.905751695,,16.8510332,,,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,,16.8510332,18.17097951,6.905751695,16.8510332,18.53448595,18.17097951,18.17097951,18.17097951,6.905751695,6.905751695,16.8510332,,,,47,14.96896871
49,18.53448595,16.8510332,18.17097951,16.8510332,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.17097951,18.17097951,18.53448595,18.17097951,9.907088632,18.17097951,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,6.905751695,16.8510332,18.17097951,18.17097951,4.384854086,18.17097951,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.17097951,6.905751695,16.8510332,18.17097951,18.17097951,18.53448595,,6.717545083,18.17097951,,6.717545083,18.17097951,,18.17097951,,15.76606426,18.17097951,6.905751695,18.17097951,16.8510332,18.53448595,18.17097951,6.905751695,,,18.17097951,18.17097951,18.17097951,6.905751695,18.17097951,18.17097951,18.53448595,18.17097951,18.17097951,16.8510332,18.53448595,,4.802045292,,,6.905751695,18.17097951,,4.35542962,18.17097951,6.905751695,,16.8510332,,,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,,16.8510332,18.17097951,6.905751695,16.8510332,,18.17097951,18.53448595,18.17097951,6.905751695,6.905751695,18.17097951,,,,48,15.11710854
50,18.53448595,16.8510332,18.17097951,16.8510332,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.17097951,18.17097951,18.53448595,18.17097951,9.907088632,18.17097951,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,6.905751695,16.8510332,18.17097951,18.17097951,4.384854086,18.17097951,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.17097951,6.905751695,18.17097951,18.17097951,18.17097951,,,6.717545083,18.17097951,,6.717545083,18.17097951,,18.17097951,,15.76606426,18.17097951,6.905751695,18.17097951,16.8510332,,18.17097951,6.905751695,,,18.17097951,18.17097951,18.17097951,6.905751695,18.53448595,18.17097951,,18.17097951,18.17097951,18.17097951,,,4.802045292,,,6.905751695,18.17097951,,4.35542962,18.17097951,6.905751695,,16.8510332,,,6.905751695,16.8510332,6.717545083,4.35542962,18.53448595,,18.17097951,18.17097951,6.905751695,18.17097951,,18.17097951,,18.17097951,6.905751695,6.905751695,18.17097951,,,,49,14.97505612
51,18.53448595,16.8510332,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.17097951,18.17097951,18.53448595,18.17097951,9.907088632,18.17097951,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,6.905751695,18.17097951,18.17097951,18.17097951,4.384854086,18.17097951,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.17097951,6.905751695,18.17097951,18.17097951,18.17097951,,,6.717545083,18.17097951,,6.717545083,18.17097951,,18.53448595,,15.76606426,18.17097951,6.905751695,18.17097951,16.8510332,,18.17097951,6.905751695,,,18.17097951,18.17097951,18.17097951,6.905751695,,18.17097951,,18.17097951,18.53448595,18.17097951,,,4.802045292,,,6.905751695,18.17097951,,4.35542962,18.17097951,6.905751695,,16.8510332,,,6.905751695,18.53448595,6.717545083,4.35542962,,,18.17097951,18.17097951,6.905751695,18.17097951,,18.17097951,,18.17097951,6.905751695,6.905751695,18.17097951,,,,50,14.94783899
52,18.53448595,16.8510332,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.17097951,18.17097951,18.53448595,18.53448595,9.907088632,18.17097951,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,6.905751695,18.17097951,18.17097951,18.53448595,4.384854086,18.17097951,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.17097951,6.905751695,18.17097951,18.17097951,18.53448595,,,6.717545083,18.17097951,,6.717545083,18.17097951,,,,15.76606426,18.53448595,6.905751695,18.17097951,18.17097951,,18.17097951,6.905751695,,,18.17097951,18.17097951,18.17097951,6.905751695,,18.17097951,,18.17097951,,18.17097951,,,4.802045292,,,6.905751695,18.17097951,,4.35542962,18.17097951,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,18.17097951,6.905751695,18.17097951,,18.17097951,,18.17097951,6.905751695,6.905751695,18.17097951,,,,51,14.85652362
53,18.53448595,18.17097951,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.17097951,18.17097951,18.53448595,18.53448595,9.907088632,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.17097951,18.17097951,18.53448595,4.384854086,18.17097951,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.17097951,6.905751695,18.17097951,18.17097951,,,,6.717545083,18.17097951,,6.717545083,18.17097951,,,,15.76606426,,6.905751695,18.53448595,18.17097951,,18.17097951,6.905751695,,,18.17097951,18.17097951,18.17097951,6.905751695,,18.17097951,,18.17097951,,18.17097951,,,4.802045292,,,6.905751695,18.17097951,,4.35542962,18.17097951,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,18.17097951,6.905751695,18.17097951,,18.17097951,,18.17097951,6.905751695,6.905751695,18.17097951,,,,52,14.78174945
54,18.53448595,18.17097951,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.17097951,18.17097951,18.53448595,18.53448595,9.907088632,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.17097951,18.17097951,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.17097951,6.905751695,18.17097951,18.17097951,,,,6.717545083,18.53448595,,6.717545083,18.17097951,,,,15.76606426,,6.905751695,,18.17097951,,18.17097951,6.905751695,,,18.17097951,18.17097951,18.17097951,6.905751695,,18.53448595,,18.17097951,,18.17097951,,,4.802045292,,,18.53448595,18.17097951,,4.35542962,18.17097951,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,18.17097951,6.905751695,18.17097951,,18.17097951,,18.17097951,6.905751695,6.905751695,18.17097951,,,,53,14.90984256
55,18.53448595,18.17097951,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.17097951,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.17097951,6.905751695,18.17097951,18.17097951,,,,6.717545083,,,6.717545083,18.17097951,,,,15.76606426,,6.905751695,,18.17097951,,18.17097951,18.53448595,,,18.17097951,18.17097951,18.17097951,6.905751695,,,,18.17097951,,18.17097951,,,4.802045292,,,,18.53448595,,4.35542962,18.17097951,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,18.17097951,6.905751695,18.17097951,,18.17097951,,18.17097951,6.905751695,6.905751695,18.17097951,,,,54,15.06615182
56,18.53448595,18.17097951,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.17097951,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.17097951,6.905751695,18.17097951,18.17097951,,,,6.717545083,,,6.717545083,18.53448595,,,,15.76606426,,6.905751695,,18.17097951,,18.17097951,,,,18.17097951,18.17097951,18.17097951,6.905751695,,,,18.17097951,,18.17097951,,,4.802045292,,,,,,4.35542962,18.17097951,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,18.17097951,6.905751695,18.17097951,,18.17097951,,18.53448595,6.905751695,6.905751695,18.17097951,,,,55,14.97061866
57,18.53448595,18.17097951,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.17097951,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,18.17097951,18.17097951,,,,6.717545083,,,6.717545083,,,,,15.76606426,,6.905751695,,18.17097951,,18.17097951,,,,18.53448595,18.17097951,18.17097951,6.905751695,,,,18.17097951,,18.53448595,,,4.802045292,,,,,,4.35542962,18.17097951,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,18.53448595,6.905751695,18.17097951,,18.17097951,,,6.905751695,6.905751695,18.17097951,,,,56,14.88632973
58,18.53448595,18.17097951,18.53448595,18.53448595,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.17097951,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,,,,6.717545083,,,6.717545083,,,,,15.76606426,,6.905751695,,18.17097951,,18.17097951,,,,,18.17097951,18.17097951,6.905751695,,,,18.17097951,,,,,4.802045292,,,,,,4.35542962,18.17097951,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,18.17097951,,18.17097951,,,6.905751695,6.905751695,18.17097951,,,,57,14.72815568
59,18.53448595,18.17097951,18.53448595,18.53448595,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.17097951,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,18.17097951,,6.905751695,,18.17097951,,18.17097951,,,,,18.17097951,18.17097951,6.905751695,,,,18.53448595,,,,,4.802045292,,,,,,4.35542962,18.17097951,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,18.17097951,,18.17097951,,,6.905751695,6.905751695,18.17097951,,,,58,14.64463433
60,18.53448595,18.17097951,18.53448595,18.53448595,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,18.17097951,,6.905751695,,18.17097951,,18.17097951,,,,,18.17097951,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,18.17097951,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,18.17097951,,18.17097951,,,6.905751695,6.905751695,18.17097951,,,,59,14.58276862
61,18.53448595,18.17097951,18.53448595,18.53448595,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,18.17097951,,6.905751695,,18.17097951,,18.53448595,,,,,18.17097951,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,18.17097951,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,18.17097951,,18.17097951,,,6.905751695,6.905751695,18.17097951,,,,60,14.58914593
62,18.53448595,18.17097951,18.53448595,18.53448595,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,18.17097951,,6.905751695,,18.17097951,,,,,,,18.17097951,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,18.53448595,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,18.17097951,,18.17097951,,,6.905751695,6.905751695,18.39601557,,,,61,14.52920311
63,18.53448595,18.17097951,18.53448595,18.53448595,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,18.17097951,,6.905751695,,18.17097951,,,,,,,18.17097951,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,18.17097951,,18.53448595,,,6.905751695,6.905751695,18.53448595,,,,62,14.46550664
64,18.53448595,18.17097951,18.53448595,18.53448595,18.17097951,18.17097951,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,18.17097951,,6.905751695,,18.17097951,,,,,,,18.17097951,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,18.17097951,,,,,6.905751695,6.905751695,,,,,63,14.31196025
65,18.53448595,18.17097951,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,18.17097951,,6.905751695,,18.17097951,,,,,,,18.17097951,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,18.17097951,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,18.17097951,,,,,6.905751695,6.905751695,,,,,64,14.31881886
66,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,18.17097951,,6.905751695,,18.17097951,,,,,,,18.17097951,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,18.53448595,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,18.17097951,,,,,6.905751695,6.905751695,,,,,65,14.33253609
67,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,18.17097951,,6.905751695,,18.53448595,,,,,,,18.39601557,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,18.17097951,,,,,6.905751695,6.905751695,,,,,66,14.26304748
68,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,18.17097951,,6.905751695,,,,,,,,,18.53448595,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,18.17097951,,,,,6.905751695,6.905751695,,,,,67,14.18200889
69,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,18.53448595,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,18.17097951,,,,,6.905751695,6.905751695,,,,,68,14.10222948
70,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,18.53448595,,,,,6.905751695,6.905751695,,,,,69,14.01919377
71,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,,,,,,6.905751695,6.905751695,,,,,70,13.92512518
72,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,,,,,,6.905751695,6.905751695,,,,,71,13.92512518
73,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,,,,,,6.905751695,6.905751695,,,,,72,14.16739048
