Iteration no,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,,,
117,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,,,,,,,116,16.19078417
118,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,,,,,,,117,16.19078417
119,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,,,,,,,118,16.19078417
120,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,,,,,,,119,16.19078417
121,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,,,,,,,120,16.19078417
122,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,,,,,,,121,16.19078417
123,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,,,,,,,122,16.19078417
124,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,,,,,,,123,16.19078417
125,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,,,,,,,124,16.19078417
126,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,,,,,,,125,16.19078417
127,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,18.53448595,4.35542962,,,,,,,,,,,,,,,,,126,16.53834126
128,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,127,16.47785203
129,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,128,16.90662875
130,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,129,16.85575821
131,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,130,16.85575821
132,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.53448595,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,131,17.21915616
133,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,132,17.17672616
134,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,133,17.17672616
135,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,134,17.17672616
136,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,135,17.17672616
137,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,136,17.17672616
138,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.53448595,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,137,17.61970812
139,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,138,17.58921553
140,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,139,17.58921553
141,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,140,17.58921553
142,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,141,17.58921553
143,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,142,17.58921553
144,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,143,17.58921553
145,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,144,17.58921553
146,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,145,17.58921553
147,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,146,17.58921553
148,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,147,17.58921553
149,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,148,17.58921553
150,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,149,17.58921553
151,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,150,17.58921553
152,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,151,17.58921553
153,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,152,17.58921553
154,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,153,17.58921553
155,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,154,17.58921553
156,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,155,17.58921553
157,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,156,17.58921553
158,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,157,17.58921553
159,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,158,17.58921553
160,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,159,17.58921553
161,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,160,17.58921553
162,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,161,17.58921553
163,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,162,17.58921553
164,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,163,17.58921553
165,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,164,17.58921553
166,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,165,17.58921553
167,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35542962,,,,,,,,,,4.35542962,,,,,,,,,,,,,,,,,166,17.58921553
